SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	Year-年
硕士	商业模式创新路径及绩效研究	王瞳	山东财经大学	山东财经大学	商业模式创新;;新国货企业;;数字化经济时代;;平衡积分卡	在经济高速发展与产业转型升级的背景下,企业面临着生存发展的瓶颈,愈来愈需要进行商业模式创新以实现资源协同发展、实现自身突破。党的十九届五中全会提出要加快构建以国内大循环为主体、国内国际双循环相互促进的新发展格局。在此背景下,国货应该抓住历史机遇,提升国货品牌影响力,打造具有中国特色的新国货品牌。天猫平台数据显示2018至2020年天猫线上累计增长了10万多个国货品牌,远超国外品牌增长速度,国货品牌在线上的市场占有率超过70%。在“新国潮”方兴未艾的时代背景下,本文选取了中华老字号企业片仔癀、同仁堂和新锐品牌企业安踏、李宁作为新国货企业分析对象,对四家代表性新国货企业的商业模式创新路径进行分析。本文研究发现不同行业在进行商业模式创新时,既存在相同之处,也存在差异之处,旨在为未来新国货企业进行商业模式创新提供参考经验。中华老字号企业片仔癀、同仁堂和新锐品牌企业安踏、李宁在进行商业模式创新时选择了不同的路径,总结为以下几点:一是在价值主张方面,安踏和李宁更关注顾客的体验价值,而片仔癀和同仁堂更加关注顾客的使用价值。二是安踏和李宁在进行价值创造时选择一种更加新潮的手段,即跨界联名,在价值网生态圈中选择与自身理念相符合的企业品牌进行强强联合,扩大消费者圈层,带给消费者与众不同的体验价值。通过采用数字化技术,安踏、李宁致力于对产品经营管理模式的转变和对零售经营管理能力的提高,进而改善了终端渠道经营效果。同时,企业还邀请了消费者自主加入到公司的产品开发、制造、市场营销、售后服务等活动环节中,以实现消费者的个性化需要。三是在产品销售渠道的选择上,安踏和李宁的范围更大,直播带货已经是新兴企业中非常普遍的一种营销方式,尤其疫情以来,企业更是认识到了直播带货的潜力与作用。而同仁堂和片仔癀更多的是采用经销商和自营店这两种营销方式,线上销售的比重较小,直播销售的比重更是微不足道。四是安踏和李宁更注重对顾客数据的搜集,以便在大数据分析后提供差异化、个性化的购物服务,但同仁堂和片仔癀这方面的意识较为薄弱。两类企业商业模式创新的共同之处有以下几点:一是在价值主张方面,都通过扩展海外市场、更加关注高端顾客群这两个方面来发掘市场长尾末端顾客。二是在价值创造方面,案例企业都致力于通过增加研发投入来增强价值创造的能力,协同价值网生态圈中的合作伙伴,优化配置内外部资源,共同提高研发能力。三是在价值传递方面,案例企业转变以往单一的销售渠道,开始向多个营销渠道转变,通过打通线上和线下销售渠道,大大提升了价值传递的速度。四是在价值获取方面,案例公司主要收益来源于产品的销售,并通过扩大产品品类来增加收入来源。最后,本文选取平衡积分卡对商业模式创新的效果进行评价,主要包括财务角度、客户角度、内部流程角度以及学习和成长角度。根据对数据的分析,不管从财务绩效还是非财务绩效来看,商业模式创新都对企业有着正向的积极的影响,提高企业经营决策的合理性。通过对四家案例企业在数字化经济时代下商业模式创新的实践研究,挖掘案例企业在国内国际双循环的背景下实现转型升级并保持市场占有率平稳增长的成功经验,为我国其他新国货企业的转型提供实践经验。	2022
硕士	国企混合所有制改革效果研究	黄知科	新疆财经大学	新疆财经大学	云南白药;;混合所有制改革;;混改效果	在党的十九大报告中明确指出了“深化国有企业改革,发展混合所有制经济,培育具有全球竞争力的世界一流企业。”在如今党的建设一百周年背景下,混合所有制改革更是被放在了极为重要的舞台上。国企混改需要保证国有资产保值增值的同时防止国有资产流失,需要保证非国有资本的利益不受损,不然混改进程的后续深化很难推进下去。这其中改革成功的关键是充分发挥国企和民企各自的优势和特点,因此需要在实践中找到结合两者优势发挥协同效应的方法,这能很好的指导国企混改,并促进市场的有效和经济的增长。 本文首先对混改过程中的理论基础进行介绍,以及对混合所有制改革的相关文献进行重要观点的提炼总结。再对混改参与的各方主体进行了介绍分析,说明选择这些主体进行混改的原因。后续详尽介绍了混改中的步骤,并通过对公司经营绩效和治理能力的分析来总结混改所带来的实际影响:同时分析云南白药混改后的优点和所进行的有待商榷的重大决策,从中穿透民资方与国资方之间的矛盾,以及后续带来的公司战略方向不明晰和可优化的方向。最后具体针对云南白药混改案例对云南白药的混改和后续其他国企的混改提出相关优化建议。 本文之所以选择云南白药的混合所有制改革案例来进行研究,是因为这一混合所有制改革案例是受到社会高度关注的事情,且其大动作的混改调整表明了云南白药混改决心。但在云南白药混改完成后续的经营过程中出现了管理层决策分歧,以及经营理念并未因为混改而得到改良等相关问题。其暴露的问题对未来准备进行混改的企业有很大的参考意义,并能以此为经验提出对应的混改建议。 重点介绍了云南白药在混改过程中有关的公司主体,并从云南白药自身和行业发展以及国情的角度分析了进行混合所有制改革的动因。描述了在开始混改后云南白药先后进行了母公司增资扩股引入战略投资者、管理层市场化的薪资激励、启动股东回购的全员持股计划和最后完成的吸收合并母公司完成整体上市过程。之后从财务分析角度对云南白药的盈利能力、营运能力、偿债能力和成长能力分别进行了分析,以及对云南白药混改前后治理能力进行了分析。根据混改后的经营情况分析和找到了相关的经营事件,发现了管理层之间意见不统一存在矛盾、公司资本结构存在一定的风险和问题,最后总结云南白药混改情况和根据现有情况提出部分解决建议。	2022
硕士	片仔癀轻资产运营模式转型及绩效研究	彭梦洁	广东财经大学	广东财经大学	轻资产运营模式;;片仔癀;;转型;;绩效分析	医药行业是一个与人民生活紧密连接的接地气行业,随着国家人口老龄化的提高以及群众生活条件的不断优化,人民的健康意识也愈发强烈,医药行业成为人民高度需求的行业。另外,近年来国家对医药行业各种政策的鞭策与扶持都在催化着医药行业进行变革,因此,医药制造业近几年来也成为市场经济中发展最快的行业之一,社会医疗卫生支出与行业研发投入也不断增加,其发展越发备受社会的高度关注,市场规模持续增长,从2016年到2021年,中国医药市场规模从13294亿元增长至17292亿元。然而,任何事物的发展都有两面性,在医药行业蓬勃发展的同时也意味着医药企业会面对极其激烈的市场竞争,再加上我国医药行业总体创新能力不足、研发投入水平较低、医药产品原材料价格波动等不定因素,医药企业要想在这激烈环境下稳定发展下去,就需要找到合适企业自身持续发展的运营模式。而近几年轻资产运营作为一种新型的资产运营模式,受到医药行业的青睐,可见其具有吸引人的独特优势。本文以片仔癀作为重点研究对象,通过文献研究法、案例分析法以及财务比较分析法三种主要研究方法对片仔癀的轻资产运营模式转型及其转型后对企业绩效的影响进行研究。具体来说,本文首先对案例所需用到的基本理论、文献综述及轻资产的有关定义加以阐述;然后针对片仔癀进行轻资产运营模式转型的动因及其转型时所采用的具体措施进行分析;再从财务与非财务双角度对其转型后的绩效进行研究,随后对片仔癀在转型中可汲取的经验进行总结并给予相应的启示。从本文的结论可以看出片仔癀在转型轻资产运营模式后各方面能力有所增强,表现向好,但也存在需要加强、管控的地方。基于片仔癀作为中医药企业中历史较为悠久且较具代表性的企业,其轻资产运营模式转型的过程与方法对于同行业其他想要进行运营模式改革的企业具有一定的参考意义,因此也希望本文的研究结论能够为同行业带来一定的借鉴。	2022
硕士	片仔癀轻资产运营模式下财务绩效研究	樊红	中国石油大学(北京)	中国石油大学(北京)	轻资产;;运营模式;;财务绩效	进入21世纪以来,随着发展进程的加快,国家经济发展水平也在不断的提高,企业在面对更多机遇的同时也会面临各项挑战。各类企业都在不断调整发展方向以及经营战略来适应高速发展的社会,其中医药行业作为与广大人民群众生活息息相关的行业更是备受关注。尤其是随着国民生活水平不断提高,大家越来越注重生活质量保证以及个人身体健康问题。与此同时医药行业也得到了国家政策的大力支持,新医改“提倡病前的预防而非病后的治疗”的理念提出后,民众更加重视对疾病的防治。因此医药行业的竞争也越发激烈,各企业为在市场中站稳都在寻找适合发展的运营模式,从而实现利益最大化。中医药行业作为医药行业的重要分支,如今逐渐被大众了解和依赖。在新冠疫情期间,其在针对治疗上发挥的重要作用推动了中医药的广泛应用并促进了中医药企业的发展。片仔癀作为一家药品传承百年,品牌影响力很大的中华老字号,也在激烈的市场竞争下不断探索适合的发展方式和运营模式,针对医药行业存在的重资产占比很大,经营风险高的情况及时将企业转变为轻资产的运营模式,提升了竞争力。本文以片仔癀作为研究分析对象,采用文献研究法,案例分析法,财务分析法以及对比分析法,收集片仔癀多年的财务报表相关数据并对其在轻资产运营模式下的经营概况、转型动因、转型过程、转型后的财务特征以及财务绩效水平分析,同时收集同行业其他公司的财务数据进行横向对比。并以价值链理论,“微笑曲线”理论以及财务绩效评价理论作为理论支撑,依据财务指标对盈利能力,营运能力,偿债能力,成长能力等多方面进行分析,并与三家行业内知名企业针对财务指标比较分析。总结片仔癀企业的具体发展情况并评价其轻资产运营模式实施的效果,包括积极影响、潜在风险以及解决措施。希望通过对上述问题的总结,为其他医药企业向轻资产模式转型提供数据和转型策略的参考。	2022
硕士	轻资产运营模式下投资战略对企业绩效的影响	陈颖	南京审计大学	南京审计大学	轻资产运营模式;;投资战略;;路径;;企业绩效	随着我国经济及企业的发展,商业模式转型成为各类企业无法回避的一个问题。商业模式的转变必然导致企业战略的调整,故在轻资产运营模式下,企业也会结合自身特点和发展情况制定相应投资战略、筹资战略等财务战略。商业模式的转变都是为了企业可持续的发展并不断创造价值,不断提升企业绩效。故在轻资产运营模式下,企业的投资战略、特征及这些战略对企业绩效的影响问题需要进行深入研究。目前,关于轻资产运营模式、财务战略与企业绩效关系的研究主要集中在轻资产运营模式对企业绩效的影响、轻资产运营模式对财务战略的影响或者财务战略对企业绩效的影响方面,针对轻资产运营模式下投资战略对企业绩效的影响研究成果不多。在研究方法上,学者大部分使用实证研究法对两者关系进行论证,缺乏对现象背后的原因进行深度分析。故本文运用案例研究的方法,就轻资产模式下投资战略对企业绩效影响问题进行深入研究,以发现轻资产模式下投资战略对企业绩效影响的路径及其影响效果。片仔癀药业作为典型的轻资产运营模式企业,在其所属的医药制造行业中地位较高,一直以传承中医药文化、创新中医药产品为使命,用专业实力提升人民健康福祉,受到大众推崇,故选择该企业作为案例进行研究具有典型性和代表意义。本文首先在梳理国内外文献和相关理论的基础上,构建轻资产运营模式下投资战略对企业绩效影响的研究框架,然后根据所建立的理论模型,以片仔癀药业为例,阐述该企业轻资产运营模式下投资战略及其特征,并具体分析轻资产投资战略对企业绩效影响的路径,进而研究轻资产投资战略对企业绩效的影响效果。通过研究发现片仔癀药业轻资产模式下投资战略通过专注于研发创新、品牌形象、营销渠道、多元业务的投资,提升企业的研发能力、品牌价值、营销竞争力,改善企业的资产结构,降低企业的经营风险,进而增加企业的核心竞争力、可持续盈利能力、管理效率、风险控制能力以及价值创造能力,对企业绩效整体上产生一定的正面影响。但片仔癀药业的轻资产投资战略也存在一些不足之处,研发人员难引进、营销投资较为集中、多元投资缺乏精准度均对企业绩效产生一定的负面影响。针对不足之处,本文提出相应建议,为尚在探索阶段的医药制造业企业实施轻资产运营模式下投资战略提供经验,促进行业的健康发展。	2022
硕士	实体企业金融资产配置对公司绩效的影响研究	张德源	郑州航空工业管理学院	郑州航空工业管理学院	金融资产配置;;公司绩效;;实体企业	在经济政策不确定性的影响下,发达经济体中实体企业金融化的趋势越发明显。随着经济转型和市场行情不断变化,传统实体企业成本不断高升,利润空间不断缩小,加之创新不足,这些状况都给实体企业的转型与发展带来了重大的挑战。在我国,不断深化完善的金融体制改革促使金融行业高速发展,使得金融产业的收益率远远高于实体产业,这就促使了我国越来越多的实体企业开展金融业务,通过金融投资获取更高的回报。但是,一些实体企业通过持有股票、债券等金融资产以获取高额收益的同时,会过分依赖金融资产配置带来的金融收益,从而忽视主营业务发展,产生了企业层面“脱实向虚”的现象。因此,研究实体企业金融资产配置如何识别、程度如何衡量,其配置动因、传导路径以及对公司绩效产生何种影响等问题有着重要意义,能够为后续企业的投资策略提供借鉴,也能够为制定防范企业过度金融化的政策提供案例支持。在此背景下,本文选取云南白药这一典型实体企业作为研究对象,首先,从进程、规模、结构、程度四个方面对案例企业的金融资产配置进行介绍。其次,从获利动机、提高闲置资金使用效率等方面分析云南白药金融资产配置的动因。再次,通过经营投资和研发创新两个方面的挤占情况分析云南白药金融资产配置的具体路径。最后,对云南白药与片仔癀不同金融资产配置下的公司绩效进行对比,深入研究实体企业金融资产配置对公司绩效的影响。同时,本文结合“自由现金流量理论”“挤占效应”“套利动机”等理论观点进行分析,认为尽管金融投资能够在部分会计期间给企业带来较高的收益,但长此以往,过高的金融资产配置会影响企业的经营活动,从而削弱公司绩效。此外,本文也针对上述情况,结合数据分析和市场现状,分别在企业层面和国家层面提出了相应的建议,为我国实体企业的金融资产配置提供了一定的借鉴。本文的结论如下:(1)云南白药金融资产配置程度较高,其金融资产配置模式主要以委托理财和证券投资为主。(2)云南白药金融资产配置的获利动机较为明显。此外,提高闲置资金使用效率以及主营业务增长乏力促使云南白药进行金融资产配置。(3)云南白药金融资产配置对企业的经营投资存在显著的挤占效应,但对于研发创新的挤占效果并不明显。(4)云南白药金融资产配置期间财务绩效与市场绩效均被削弱。云南白药持有的百亿股票投资也带来了消极的市场反应,说明云南白药大规模持有金融资产并不被投资者认可。通过上述结论,本文提出的建议如下:(1)企业合理配置金融资产,抑制过度金融化。(2)企业合理进行多元化布局,实现新增长点的突破。(3)政府深化供给侧结构性改革,提高企业实业投资水平。(4)政府加强金融市场监管,减少实体企业金融资产配置风险。	2022
硕士	基于模糊综合评价的中医药企业核心能力评价研究	翁贵宁	扬州大学	扬州大学	中医药;;核心能力;;价值链;;德尔菲法;;模糊综合评价法	中国本土化的管理理论必定要根植于中华优秀传统文化与中国当代管理实践的沃土之上。许多研究者对本土文化缺乏自信,刻意忽略中国情境,这是管理理论在解决实际问题时表现乏力的根本原因。中医药的传承与创新作为中华民族坚定文化自信与道路自信的重要内容,也是构建中国特色战略管理理论的重要依据。通过解释中国情境下的独特现象,有助于本土化理论的构建,而立足于中国情境下的管理理论,才能够更好地指导中国化的管理实践,进而达到发展出具有中国特色管理理论的目的。通过对中国情境下中医药企业核心能力评价体系的研究,能够为科学地评价企业核心能力,培养、维护和提升中国情境下中医药企业核心能力的相关研究提供一些借鉴,有利于中医药企业明晰自身的发展方向并制定相应的战略规划、中医药的传承与创新与管理理论的本土化发展。本文首先对核心能力理论的相关研究进行了系统化地梳理,分析了目前学术界关于企业核心能力的理论前沿与探索应用。再结合价值链理论和中医药行业的现状与特点挖掘中医药企业独特竞争优势,在文献研究与专家函询的基础上,通过对中国情境下中医药企业价值链上活动的探讨形成指标体系草案,再运用Delphi法对于长期跟踪研究医药行业的专家进行反复地问卷咨询,进而根据指标体系的构建原则筛选出合适的指标体系,从中医药企业的元件能力与架构能力出发构建核心能力衡量要素。为科学合理地反映各指标对中医药企业核心能力的影响程度,研究通过层次分析法确定各指标所占据的权重。最后,运用模糊综合评价法构建了中医药企业核心能力的评价模型,并对三家中医药上市公司进行实证分析,通过对三家中医药企业核心能力数据的处理与评价结果的分析,用以检验该评价指标体系的有效性。通过在中国情境下,对中医药企业价值链上各环节核心能力的探讨,本研究构建了一套中医药企业核心能力评价指标体系,为中医药企业核心能力的评价与与培育提供标准的、可量化的依据,使得中医药企业核心能力培育的方向更加清晰并更具有针对性。同时为中医药企业核心能力培育方案的确立提供理论上的支撑,并以此为基础为构建东方特色企业战略管理理论提供经验素材。	2022
硕士	多元化经营战略背景下片仔癀财务绩效评价	康洪	黑龙江八一农垦大学	黑龙江八一农垦大学	片仔癀;;多元化经营战略;;财务绩效;;熵权法	医药行业和人们的身体健康密切相关,被人们称之为“永远的朝阳行业”,中药作为祖国民族瑰宝,有着几千年的发展历史,中药行业作为我国特有的医疗资源,其生长环境天然、副作用小、价格相对便宜,结合当前国际医药发展形势与人们的需求,中药行业正在改变其定位,且近几年我国出台许多对中药行业的利好政策,许多传统的中药企业摒弃了他们固有的陋习——不愿意创新、研发能力差、长期走“小众化”模式,开始进行多元化经营战略。本文选取了中药制药企业漳州片仔癀公司作为研究对象,该公司自2014年起就明确“一核两翼”多元化经营战略,复盘公司多元化经营战略发展历程、转型动因以及通过多元化指标测量公司多元化程度,分析片仔癀公司实施多元化战略后对绩效是否产生了正效应。首先,介绍了片仔癀公司的基本状况以及对公司多元化战略发展历程进行了概述,并采用PEST、SWOT分析对片仔癀公司所处内、外部环境进行分析,对片仔癀公司所处的医药制造业的现状进行具体的分析,并结合熵指数、HHI指数对多元化经营程度进行度量,并分析公司采取多元化战略的动因;其次,本文采用熵权法结合对比分析方法,透过片仔癀的财务数据从营运能力、盈利能力、偿债能力、发展能力与保障能力入手,对公司多元化战略前后经营绩效进行纵向对比分析,并选取同行业数据进行横向对比分析;最后,针对上述分析,对片仔癀公司多元化战略的具体实施效果进行总结,对其不足之处提出切实可行的建议,同时总结论文的启示与不足。研究结果表明:片仔癀公司财务绩效与多元化经营战略之间存在正相关关系。前期多元化经营战略在公司整体运营过程中分散性不强,因此前期经营过程中对企业财务绩效影响作用不大,后期随着企业多元化经营程度加深、经过业务融合与市场经营策略的协调起到正向作用。但公司在今后发展中也应多加注意,避免成为其他学者所研究结论——多元化经营战略与财务绩效之间存在“倒U型”。	2022
硕士	片仔癀抑制结直肠癌生长与免疫逃逸的机制研究	翁士荷	厦门大学	厦门大学	片仔癀;;PD-L1;;结直肠癌;;免疫逃逸	结直肠癌(Colorectal cancer,CRC)是严重威胁人类健康的胃肠道疾病。既往研究表明众多信号通路参与结直肠癌的发生发展,如Wnt/β-catenin、Hedgehog、JAK/STAT及PI3K/Akt等。当前针对结直肠癌相关信号通路靶基因药物的研发层出不穷,但结直肠癌晚期患者的存活率依旧低下。在临床中,CRC的预后较差,缺乏特效药物进行治疗,同时在免疫治疗方面的研究相对较少,从免疫治疗的角度探索及开发安全有效的药物来治疗CRC已经成为相关领域研究的重点和热点。片仔癀(Pien Tze Huang,PZH)是一种具有多种生物活性的著名中药,其中抗炎与保肝是主要的药理作用。与其它放化疗药物相比较,PZH不仅副作用小,而且对结直肠癌的发生发展有抑制作用。因此,深入探究PZH在结直肠癌治疗中的作用及分子机制具有重要意义。本课题在体外实验中,发现PZH通过调控Wnt/β-catenin信号通路下调PCNA和Cyclin D1的表达抑制CRC细胞系CMT93细胞的增殖活性。在体内实验中,通过小鼠皮下成瘤实验,我们发现PZH显著抑制CMT93荷瘤小鼠的移植瘤生长。在机制上,PZH可以抑制IFNγ激活的JAK1-STAT3-IRF1信号从而抑制CMT93细胞的PD-L1水平。因此,一方面PZH通过调控β-catenin介导的Wnt信号通路下调Cyclin D1和PCNA的水平,从而抑制结直肠癌的增殖;另一方面,PZH通过调控JAK1-STAT3-IRF1通路来下调PD-L1的表达,进而抑制结直肠癌的免疫逃逸。总之,我们得出PZH能够抑制CRC细胞增殖和免疫逃逸的结论。该课题的研究,为临床治疗CRC提供了新思路,为CRC的免疫治疗提供理论基础和实验依据。	2022
硕士	基于Interbrand模型的老字号中医药品牌价值评估研究	王磊	中国石油大学(北京)	中国石油大学(北京)	品牌价值;;老字号;;Interbrand模型;;片仔癀	二十世纪八十年代以来,品牌资产概念开始兴起。关于专业学术的定义最早在美国出现,后来各国的专家和研究机构开始把品牌作为研究的焦点,大量企业也开始关注品牌价值。企业品牌价值评估从产权制度的角度出发是对我国这方面制度的贯彻和响应,同时,也是我国要建设法制强国的基本要求,企业品牌价值评估既是认真贯彻国家建立现代化企业制度的基础性工作要求,也是积极响应了建设新时代社会主义市场经济的号召。调研我国现有的老字号中医药行业品牌评估的实际情况,并且结合企业自身的特征,对Interbrand品牌评估模型进行合理修正,从长远看,这不仅能促进我国老字号中医药企业品牌价值评估体系的完善,也能为推进我国品牌评估理论深入发展及实际应用贡献一份力量。本文首先通过参考文献法分析现有的品牌价值评估理论方法,确定适用于我国老字号中医药企业品牌价值的评估方法,最后确认Interbrand模型更适用于品牌价值的评估,其次,在确定评估模型后,需要对具体参数的确定进行调整,结合老字号中医药行业特征,引入层次分析法减少主观因素的影响,同时在计算品牌强度时运用财务指标定量研究品牌强度倍数,使得评估更为全面准确。然后,以典型老字号中医药企业片仔癀为案例对象,进行改进后模型的应用,以验证模型的合理性。得到计算结果后与权威机构发布的结果进行对比,说明本文模型的适用性。案例分析片仔癀品牌价值评估过程中利用改进的品牌模型求取沉淀收益、品牌作用指数、品牌强度和品牌乘数,最终计算出片仔癀公司品牌价值的评价结果为292.5亿元,并且为其品牌价值发展提出建议。老字号品牌评估的意义不只在于得出一个具体的数值,老字号经历时间洗礼,具有得天独厚的品牌优势,不应故步自封,应注重品牌继承与发展,不断创新,代表我国传统民族品牌走出国门,走向世界。	2022
硕士	片仔癀通过抑制MAPK和NF-κB信号通路缓解LPS诱导的急性炎症反应	庄舒晴	厦门大学	厦门大学	片仔癀;;炎症反应;;NF-κB信号通路;;MAPK信号通路	我国一级保护中药片仔癀含有多种抗炎活性成分,在临床治疗中具有调控机体的免疫应答、修复组织病理损伤以及改善重要器官生理功能的作用。复杂的成分使片仔癀能够调控机体内多个信号通路,可通过抑制IL-6/STAT3、Wnt/β-catenin以及HIF-1等通路的异常激活,抑制炎症与肿瘤的发生。MAPK和NF-κB通路在炎症反应中发挥着关键作用,在LPS诱导的内毒素休克模型中,可迅速激活TLR4,上调下游靶基因的转录表达并促进炎症介质的大量释放,引起局部或全身性炎症乃至多功能障碍综合征。本文中,通过LPS诱导内毒素休克模型的构建,我们发现灌服片仔癀能有效缓解小鼠的失温休克,提高小鼠在炎症反应中的生存率和恢复能力;组织形态学结果表明,片仔癀能够减轻LPS引起的肝、脾、肺、肾等重要器官的组织炎症性损伤,提高组织防御能力或自我修复能力;而RT-qPCR和ELISA结果显示,在LPS诱导的炎症模型中,片仔癀抑制促炎因子IL-1β、IL-6和TNFα的表达,同时促进抑炎因子IL-10的表达;机制上,我们证明了片仔癀对IL-1β、IL-6、TNFα与IL-10的调控与它对MAPK和NF-κB通路活化的抑制有关——片仔癀通过抑制JNK、ERK和p38通路的磷酸化激活以及NF-κB的活化与核转位,调控下游靶基因的转录表达与炎症因子释放水平,从而改善炎症应答和组织损伤情况,发挥重要的抗炎保护作用。因此,本研究为片仔癀的炎症治疗应用提供了理论依据,也为进一步探究片仔癀在MAPK与NF-κB上游的调控机制奠定了前期基础。	2022
硕士	改进的剩余收益模型在中医药企业价值评估中的应用研究	何金燕	西南财经大学	西南财经大学	剩余收益评估模型;;中医药行业;;中医药企业;;价值评估;;片仔癀	中医药是我国的民族瑰宝,中医药行业也是我国的重要战略行业。随着国家对中医药行业的大力扶持,行业取得了较快发展。近年来,我国人口结构不断变化、国家经济快速发展、中医药相关利好政策不断完善,以及在新冠疫情防治中中医药防治效果凸显等等,这些因素的出现均在较大程度上推动中医药行业进入高速发展期。基于上述背景,中医药企业的上市、兼并重组、价值投资等行为频繁发生。然而,在政策面、消息面以及各种投机热度的助推下,中医药行业的发展前景以及中医药企业的真实内在价值变得扑朔迷离,这对于投资者乃至企业内部管理者而言都是有害的。故深入探究中医药行业内在逻辑,并进一步对中医药企业展开相应的估值应用研究是有较大意义的。因此,本文通过层层递进、深入梳理分析中医药企业价值的实现路径,对中医药企业价值评估的具体特征做出分析,进一步对中医药行业的发展阶段做出预测,并在前文分析的基础上对传统剩余收益估值模型进行针对性地优化与改进,以探索中医药企业价值评估的新方向。本文作为案例分析型文章,首先秉持着层层深入的原则首先对前人的理论研究成果进行分析梳理,将文献分为剩余收益模型相关研究及中医药企业价值评估相关研究这两大板块,进一步发现研究的方向与创新点。其次,本文从中医药的定义、中医药企业的特点、中医企业价值的实现路径以及中医药企业价值评估等方面进行了多角度深入探究,为后续应用研究奠定基础。再次,本文对剩余收益模型的原理及基本推导过程进行了梳理与分析,结合前文对中医药行业及企业的深入分析,探究了模型需要优化的原因及具体优化思路,进一步对剩余收益估值模型进行针对性的优化与改进,并成功搭建起了改进后的剩余收益估值模型,为后续应用研究打下了基础。更进一步的,本文应用改进后的剩余收益估值模型进行了实证案例分析。本文在明确案例选择的基本原则后,以此为依据选择了中医药行业内的热点龙头企业——片仔癀来作为案例研究对象。在对片仔癀的基本情况、价值实现路径,财务状况等多方面展开综合分析后,本文进一步测算了优化后模型所需要的相关指标参数,并成功应用改进后的模型进行了价值评估研究。最终,本文将测算得出的估值结果与评估基准日的市值进行对比分析及敏感性分析,进一步探究了片仔癀的内在价值,分析了价值影响的关键指标,探讨了市值与估值结果差距的原因等等。本文希望可以通过模型的优化改进以及具体的实证案例分析,探究改进后的剩余收益模型在中医药企业价值评估中的适用性,为同类型乃至整个中医药行业内的企业价值评估提供一些新的方向和思路。总的来说,本文通过应用研究证明了改进后的剩余收益估值模型对于中医药企业价值评估具有一定的可操作性和适用性,并且在后续的敏感性分析中发现权益报酬率、营业收入、营业净利率等指标对于企业价值有较大程度的影响。最后,本文在进一步梳理了研究结论,并对相关投资者和企业管理者提供了一些关注方向和重点建议,进一步总结了研究中的不足和对后续研究提出了一些展望。	2022
硕士	基于利益相关者视角的公司财务绩效评价研究	沈旭寅	厦门大学	厦门大学	财务绩效评价;;片仔癀公司;;利益相关者;;中医药;;主成分分析法	随着经济的不断发展,中医药行业在市场经济中的地位凸显。特别是近年来,新医改推动大健康产业的发展,在利好政策下,中医药行业发展方兴未艾,同时也促进中医药行业细分的变革和整合。在此背景下,中医药行业上市公司得到了越来越多投资者和利益相关者的关注和青睐,因此,如何科学、公正地评价中医药行业上市公司的财务绩效,是投资者和利益相关者非常关注的课题。不仅如此,对于企业来说,财务绩效有助于企业发现自身的问题,针对问题采取相应的措施提升企业财务绩效,有利于企业健康、长远地发展。 作为中医药上市公司的漳州片仔癀公司,当前正实施“一核两翼”发展战略,发力大健康产业,以期将“片仔癀”打造成大健康产业的领导品牌。本文以片仔癀公司为例,通过梳理国内外学者的研究成果,并阐述相关理论基础,阐述片仔癀公司的绩效评价现状,并深入挖掘存在的不足。在此基础上,基于利益相关者视角,结合片仔癀的行业特点,构建出一套绩效评价指标体系。采用主成分分析法进行片仔癀公司的财务绩效评价,并通过与同行业的比较分析,得出片仔癀公司的不足之处。 实证结果表明:片仔癀公司财务绩效水平与同行相比,结果是“优秀”,说明公司积极践行对利益相关者的责任。但是各利益相关者得分并非都是同行业前三,说明片仔癀公司的整体发展还不够均衡,未能较好的兼顾各利益相关者主体的利益,财务绩效得分仍有进一步提升的空间。结合研究结果,本文基于利益相关者,分别从股东、债权人、供应商、客户、社会和政府、员工等角度提出提升片仔癀财务绩效的对策建议。	2021
硕士	轻资产运营模式下云南白药财务绩效研究	谢谱秀	东华理工大学	东华理工大学	轻资产运营模式;;财务绩效;;云南白药	随着人口的增长、人们保健意识的增强、疾病的增加等给中医药行业带来巨大的市场需求。但同时,政策、环境的变化也给中医药企业带来空前未有的挑战。中医药企业要想取得长久地发展,应该打破固有的传统运营模式,积极探索新的运营模式。因此,本文通过对中医药行业中的云南白药进行分析,研究轻资产运营模式在中医药企业中的运用,意图为中医药企业的运营模式选择提供一种思路。本文梳理了轻资产运营在国内外的研究现状及轻资产运营模式的相关理论。通过阅读云南白药2014年至2019年的财务报告以及从国泰安数据库等查找的资料,了解了该企业轻资产运营模式下的财务表现及其轻资产运营手段,分析了轻资产运营模式下的财务绩效。云南白药的盈利能力保持平稳的趋势,还需要提升营业毛利率;存货、应收账款等资产周转的速度下滑代表资产运营效率下降;偿债能力指标虽没有其他几家公司那么好,但其偿债能力没有问题;发展能力比较稳定,但是从根本上来说,发展后劲有待加强,应利用核心资源来发展。从EVA值的变化可以看出,轻资产运营模式增强了企业核心竞争能力,给股东带来了巨大的收益。但为长远计,应继续将创新作为发展的最有力手段。最后用三个非财务指标对云南白药进行补充评价。通过对云南白药轻资产运营模式下的财务表现、运营手段及相应的财务绩效,发现其存在核心发展能力有待提高、商业板块毛利率偏低、资产运营效率下滑、存货存在质量风险等潜在问题。针对上述情况,本文提出了加强研发创新、增加销售路径、加强流动资产管理、优化外包模式等解决办法。	2021
